,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Score,Country
127.1987,Least developed countries: UN classification,LDC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,185.6578739,127
128.1987,Low income,LIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,194.4,128
130.1987,Sri Lanka,LKA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,24.2,130
131.1987,Lower middle income,LMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,128.7,131
132.1987,Low & middle income,LMY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,108.6,132
133.1987,Lesotho,LSO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,92.1,133
134.1987,Lithuania,LTU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,16.7,134
135.1987,Luxembourg,LUX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,10.2,135
136.1987,Latvia,LVA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,18.6,136
139.1987,Morocco,MAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,92.7,139
141.1987,Moldova,MDA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,36.5,141
142.1987,Madagascar,MDG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,176.5,142
143.1987,Maldives,MDV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,108.9,143
144.1987,Middle East & North Africa (all income levels),MEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,76.49472854,144
145.1987,Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,53.8,145
146.1987,Marshall Islands,MHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,56.6,146
147.1987,Middle income,MIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,97.2,147
148.1987,"Macedonia, FYR",MKD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,47.3,148
149.1987,Mali,MLI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,271.3,149
150.1987,Malta,MLT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,12.7,150
151.1987,Myanmar,MMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,118.5,151
152.1987,Middle East & North Africa (developing only),MNA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,79,152
153.1987,Montenegro,MNE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,20.5,153
154.1987,Mongolia,MNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,124.2,154
156.1987,Mozambique,MOZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,248.5,156
157.1987,Mauritania,MRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,128.6,157
158.1987,Mauritius,MUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,28.8,158
159.1987,Malawi,MWI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,253.1,159
160.1987,Malaysia,MYS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,19.4,160
161.1987,North America,NAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,11.9242843,161
162.1987,Namibia,NAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,81.1,162
164.1987,Niger,NER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,336.9,164
165.1987,Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,211.5,165
166.1987,Nicaragua,NIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,75.6,166
167.1987,Netherlands,NLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,9.2,167
168.1987,High income: nonOECD,NOC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,32.86271165,168
169.1987,Norway,NOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,10.1,169
170.1987,Nepal,NPL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,162.3,170
171.1987,New Zealand,NZL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,12.9,171
172.1987,High income: OECD,OEC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,11.52950537,172
173.1987,OECD members,OED,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,24.70844333,173
174.1987,Oman,OMN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,53.3,174
175.1987,Other small states,OSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,120.6105824,175
176.1987,Pakistan,PAK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,146.2,176
177.1987,Panama,PAN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,34.1,177
178.1987,Peru,PER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,93.5,178
179.1987,Philippines,PHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,68.6,179
180.1987,Palau,PLW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,39,180
181.1987,Papua New Guinea,PNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,93.9,181
182.1987,Poland,POL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,18.9,182
184.1987,"Korea, Dem. Rep.",PRK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,35.2,184
185.1987,Portugal,PRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,18.2,185
186.1987,Paraguay,PRY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,51.7,186
187.1987,Pacific island small states,PSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,40.67562655,187
189.1987,Qatar,QAT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,25.2,189
190.1987,Romania,ROU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,39.8,190
191.1987,Russian Federation,RUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,28.1,191
192.1987,Rwanda,RWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,151.6,192
193.1987,South Asia,SAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,141,193
194.1987,Saudi Arabia,SAU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,58.4,194
195.1987,Sudan,SDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,132.8,195
196.1987,Senegal,SEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,156.6,196
197.1987,Singapore,SGP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,9.8,197
198.1987,Solomon Islands,SLB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,42.3,198
199.1987,Sierra Leone,SLE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,268.2,199
200.1987,El Salvador,SLV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,70.6,200
201.1987,San Marino,SMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,13.4,201
202.1987,Somalia,SOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,184.9,202
203.1987,Serbia,SRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,36.2,203
204.1987,Sub-Saharan Africa (developing only),SSA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,184.9,204
205.1987,South Sudan,SSD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,267.3,205
206.1987,Sub-Saharan Africa (all income levels),SSF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,185.3381843,206
207.1987,Small states,SST,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,95.7661064,207
208.1987,Sao Tome and Principe,STP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,106.9,208
209.1987,Suriname,SUR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,51.4,209
210.1987,Slovak Republic,SVK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,20,210
211.1987,Slovenia,SVN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,12.7,211
212.1987,Sweden,SWE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,7.4,212
213.1987,Swaziland,SWZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,80.3,213
215.1987,Seychelles,SYC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,18.6,215
216.1987,Syrian Arab Republic,SYR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,42.7,216
218.1987,Chad,TCD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,222.8,218
219.1987,Togo,TGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,153.3,219
220.1987,Thailand,THA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,43.7,220
221.1987,Tajikistan,TJK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,113.6,221
222.1987,Turkmenistan,TKM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,96.7,222
223.1987,Timor-Leste,TLS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,201,223
224.1987,Tonga,TON,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,24.1,224
225.1987,Trinidad and Tobago,TTO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,32.3,225
226.1987,Tunisia,TUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,64.7,226
227.1987,Turkey,TUR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,88.7,227
228.1987,Tuvalu,TUV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,58.8,228
230.1987,Tanzania,TZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,172.1,230
231.1987,Uganda,UGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,191.8,231
232.1987,Ukraine,UKR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,21,232
233.1987,Upper middle income,UMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,58.3,233
234.1987,Uruguay,URY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,26.3,234
235.1987,United States,USA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,12.2,235
236.1987,Uzbekistan,UZB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,77.3,236
237.1987,St. Vincent and the Grenadines,VCT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,29.3,237
238.1987,"Venezuela, RB",VEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,33.5,238
240.1987,Vietnam,VNM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,56.7,240
241.1987,Vanuatu,VUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,41.7,241
242.1987,West Bank and Gaza,PSE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,52.3,242
243.1987,World,WLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,96.2,243
244.1987,Samoa,WSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,34.5,244
245.1987,"Yemen, Rep.",YEM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,140.7,245
246.1987,South Africa,ZAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,65.5,246
247.1987,"Congo, Dem. Rep.",COD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,193,247
248.1987,Zambia,ZMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,184.7,248
249.1987,Zimbabwe,ZWE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1987,74.6,249
3.1988,Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,195,3
4.1988,Angola,AGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,226.5,4
5.1988,Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,44.9,5
6.1988,Arab World,ARB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,85.96933483,6
7.1988,United Arab Emirates,ARE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,18.5,7
8.1988,Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,29.7,8
9.1988,Armenia,ARM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,81.7,9
12.1988,Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,10.2,12
13.1988,Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,10.5,13
14.1988,Azerbaijan,AZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,95.8,14
15.1988,Burundi,BDI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,170.1,15
16.1988,Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,10.7,16
17.1988,Benin,BEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,188.1,17
18.1988,Burkina Faso,BFA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,205.8,18
19.1988,Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,155.8,19
20.1988,Bulgaria,BGR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,21.3,20
21.1988,Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,23.3,21
22.1988,"Bahamas, The",BHS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,25.6,22
23.1988,Bosnia and Herzegovina,BIH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,21.2,23
24.1988,Belarus,BLR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,17.5,24
25.1988,Belize,BLZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,44.9,25
27.1988,Bolivia,BOL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,134,27
28.1988,Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,66,28
29.1988,Barbados,BRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,19.5,29
30.1988,Brunei Darussalam,BRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,13,30
31.1988,Bhutan,BTN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,145.9,31
32.1988,Botswana,BWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,53,32
33.1988,Central African Republic,CAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,177,33
34.1988,Canada,CAN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,8.8,34
35.1988,Central Europe and the Baltics,CEB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,22.9425922,35
36.1988,Switzerland,CHE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,8.6,36
38.1988,Chile,CHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,21.4,38
39.1988,China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,53.9,39
40.1988,Cote d'Ivoire,CIV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,152.5,40
41.1988,Cameroon,CMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,138.1,41
42.1988,"Congo, Rep.",COG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,92.8,42
43.1988,Colombia,COL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,37.4,43
44.1988,Comoros,COM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,133.2,44
45.1988,Cabo Verde,CPV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,68.3,45
46.1988,Costa Rica,CRI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,18.3,46
47.1988,Caribbean small states,CSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,38.01372121,47
48.1988,Cuba,CUB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,15.2,48
51.1988,Cyprus,CYP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,11.5,51
52.1988,Czech Republic,CZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,15.6,52
53.1988,Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,9.5,53
54.1988,Djibouti,DJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,125.1,54
55.1988,Dominica,DMA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,17,55
56.1988,Denmark,DNK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,9.6,56
57.1988,Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,65,57
58.1988,Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,51.2,58
59.1988,East Asia & Pacific (developing only),EAP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,61.2,59
60.1988,East Asia & Pacific (all income levels),EAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,58.37734421,60
61.1988,Europe & Central Asia (developing only),ECA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,61.3,61
62.1988,Europe & Central Asia (all income levels),ECS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,34.23756746,62
63.1988,Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,62.6,63
64.1988,"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,96,64
65.1988,Euro area,EMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,10.86611896,65
66.1988,Eritrea,ERI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,162.7,66
67.1988,Spain,ESP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,11.9,67
68.1988,Estonia,EST,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,21.5,68
69.1988,Ethiopia,ETH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,212,69
70.1988,European Union,EUU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,13.76658758,70
71.1988,Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,151.4054207,71
72.1988,Finland,FIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,7.1,72
73.1988,Fiji,FJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,31.8,73
74.1988,France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,9.6,74
76.1988,"Micronesia, Fed. Sts.",FSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,57.1,76
77.1988,Gabon,GAB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,95.1,77
78.1988,United Kingdom,GBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,10.4,78
79.1988,Georgia,GEO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,48.6,79
80.1988,Ghana,GHA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,138.2,80
81.1988,Guinea,GIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,248.8,81
82.1988,"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,183.1,82
83.1988,Guinea-Bissau,GNB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,237.5,83
84.1988,Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,197.5,84
85.1988,Greece,GRC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,14.3,85
86.1988,Grenada,GRD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,25.2,86
88.1988,Guatemala,GTM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,89,88
90.1988,Guyana,GUY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,63.3,90
91.1988,High income,HIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,16.8,91
93.1988,Honduras,HND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,64.2,93
94.1988,Heavily indebted poor countries (HIPC),HPC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,188.3928052,94
95.1988,Croatia,HRV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,14.8,95
96.1988,Haiti,HTI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,154.2,96
97.1988,Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,20.2,97
98.1988,Indonesia,IDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,92.2,98
100.1988,India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,133.4,100
102.1988,Ireland,IRL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,9.9,102
103.1988,"Iran, Islamic Rep.",IRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,64.5,103
104.1988,Iraq,IRQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,56.6,104
105.1988,Iceland,ISL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,6.9,105
106.1988,Israel,ISR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,12.5,106
107.1988,Italy,ITA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,10.4,107
108.1988,Jamaica,JAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,32.4,108
109.1988,Jordan,JOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,39.3,109
110.1988,Japan,JPN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,6.6,110
111.1988,Kazakhstan,KAZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,54.4,111
112.1988,Kenya,KEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,97.9,112
113.1988,Kyrgyz Republic,KGZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,68.4,113
114.1988,Cambodia,KHM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,117.6,114
115.1988,Kiribati,KIR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,104.3,115
116.1988,St. Kitts and Nevis,KNA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,31.6,116
117.1988,"Korea, Rep.",KOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,8,117
119.1988,Kuwait,KWT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,19.6,119
120.1988,Latin America & Caribbean (developing only),LAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,63.7,120
121.1988,Lao PDR,LAO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,170.5,121
122.1988,Lebanon,LBN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,35.9,122
123.1988,Liberia,LBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,246.9,123
124.1988,Libya,LBY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,46.3,124
125.1988,St. Lucia,LCA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,24,125
126.1988,Latin America & Caribbean (all income levels),LCN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,59.14694333,126
127.1988,Least developed countries: UN classification,LDC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,182.3944734,127
128.1988,Low income,LIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,192,128
130.1988,Sri Lanka,LKA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,22.5,130
131.1988,Lower middle income,LMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,125.6,131
132.1988,Low & middle income,LMY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,105.9,132
133.1988,Lesotho,LSO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,90.2,133
134.1988,Lithuania,LTU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,15.9,134
135.1988,Luxembourg,LUX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,9.8,135
136.1988,Latvia,LVA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,18.3,136
139.1988,Morocco,MAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,88.1,139
141.1988,Moldova,MDA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,34.8,141
142.1988,Madagascar,MDG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,171.7,142
143.1988,Maldives,MDV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,103.7,143
144.1988,Middle East & North Africa (all income levels),MEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,72.27942199,144
145.1988,Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,51.4,145
